"San Francisco, CA",6/22/2020,5.0,I love this place! I have been coming here every once and a while since they opened up. They definitely have the best pizza in the area and they are a Brewery not a Pizzeria lol. I have known people to work here throughout the years and they have all said that they love working here. Its also a great atmosphere whether you want to take your kids out for dinner or if you and the boys want to throw some back on a saturday night.
"Hightstown, NJ",11/30/2018,5.0,"Obsessed. This place is the bomb-diggity! Cute town first off & cool vibe inside to hang out at, kind of dark and swanky--outdoors in the summertime. Note: Bathroom is downstairs. The beer... diverse options, quality. They have a sweet potato one in the fall which is neat, and in the summer one that reminds me of a dry chardonnay. Good stuff.My favorite thing of all is the brick oven PIZZA however. They are PHENOMENAL. They have unique toppings and seasonal specials such as a Thanksgiving pie with turkey/fixins.A run down of those I have had:1. Brown Sugar Buffalo = life changing. Spicy, smoky, yet sweet with baked prosciutto giving it a hammy warmth. A staple to order when visiting there. I don't typically like prosciutto either, but that's ancient history with this pie!2. Wild Mushroom = also pretty delicious. More tame flavor wise, but very shroomy if you are a lover of them (as I am). Caramelized onions really make this one.3. Duck & Apple = the reason I got hooked on this place. This was the first pie I ever tried there, and I was blown away by the combinations of flavors in 1 bite. The bacon with the blue cheese and sweet honey/apples with tasty, shredded duck... I am drooling right now. So very unique.The sandwiches are also very quality and filling. Brisket is tender and garlicy, & Asian-inspired pork belly sandwich definitely has a kick. Friendly service and fun hangs. Vault is a must."
"Leesburg, VA",5/5/2019,5.0,"I love the Vault.I've spent many a great evening here. The Vault isn't a sh1tty sportsbar with loud music. There are no TeeVees (plus!) and there is no blaring music (also a plus) so you can ... you know ... talk with your friends. I'm here for good conversation, booze, and good food - THE VAULT DELIVERS! If you're a beer snob, you'll be pleased with their brews - the brewery is a centerpiece of the bar/restaurant. The food is absolutely excellent. Always had a fantastic salad here (good variety of greens - that's huge) and their pizzas are the best. Can't complain about anything.Highly recommended if you're nearby."
"Pittsburgh, PA",4/18/2020,5.0,Great food and brews! The outside seating is really cozy. A must if you are in Yardley.
"PA, PA",1/24/2020,5.0,"After moving to Bucks County, I'd say we've definitely eaten at Vault the most and tried a great deal of the menu. Pizza standouts are the Duck Apple, Brown Sugar Buffalo and Wild Mushroom. From the sandwich and burger side, our favorites are the Crab Cake Sliders and the Yardley Burger (the brie on this is really really good). The appetizers are all great as well. The only thing that's a miss for me is the pork belly fries. I know it says it right in the description that they are fingerling potatoes, but a fingerling potato is not a fry. If you had a big group, I'm sure they're good for sharing because the flavors are there and the sauces taste great, but for just two people it's a lot of potato.Overall, one of my favorite brew pubs ever."
"Hammond, LA",4/2/2020,5.0,I'm a beer cheese FANATIC. Best beer cheese I've had in my life. I'm obsessed. Quality food and experience and buffalo brown sugar pizza is a forever favorite. Thanks for being the best in yardley. Pricey but worth it.
"Levittown, PA",4/13/2019,4.0,"I came here today for dinner with my friend and brought my dog along, and sat on the patio outside in the wonderful weather. Upon arrival, we were told that seating would take 30-45 minutes. We were almost going to just leave, but there weren't a whole lot of restaurants in the area with outdoor seating. Thankfully we stayed because seating probably only took about 20 minutes.Perhaps the biggest complaint was the timing of everything... The waitresses took quite a long time to bring drinks and the meal, and clear the table, and they weren't quite as attentive as I believe they should've been. (It took maybe an entire extra 25 minutes after the appetizer was done to get our main courses. And at one point there were almost 6-7 different glasses from finished and new drinks all on the table together.) However, the wait staff was friendly to both my dog, my friend, and I, so that was a plus.The food itself was really good. As a starter, we had the pork belly fries. They were more like regular potatoes than fries. They were covered in cheese and pork belly (similar to chicharrones if you've had them), and had two sauces on the side: a green one that was reminiscent of kale and that I didn't find to be too good, and a spicy delicious red sauce that perfectly complemented the potatoes and meat. The taste was absolutely delicious. The only bad thing about the dish was the sheer level of grease. Upon finishing, a pool of grease was at the bottom of the plate. I suspect it was from the fat of the melted cheese, along with the fat from the pork belly, and that perhaps extra cooking fat was used to cook the potatoes.For our main dishes, we had the Cuban sandwich along with the waffle grilled cheese sandwich. We chose sweet potato chips as our side (as opposed to salad). The grilled cheese also came with a very small bowl of tomato soup. The sandwiches were both VERY good, especially the waffle grilled cheese. Although I wish it was a bit more crisply toasted, the waffle grilled cheese was excellent. The fluffy texture of the waffle bread with a slight sweetness from the batter, combined with gooey melty cheese, and dipped in flavorful, well seasoned tomato soup was everything I could ask for in a grilled cheese. The Cuban had the right balance of ingredients throughout the sandwich, in the right ratios so that each flavor complemented the next. Each sandwich was a little on the small side for the price, though. ($13.50 per sandwich.)I'd certainly come back here. Aside from how busy it was, leading the wait staff to be less attentive, the food was also quite pricey. For two sodas, a Cuban sandwich, a grilled cheese, and the pork belly fries, the bill was about $50. Overall, I enjoyed the environment and the overall experience. I'd recommend this place to anyone who loves bar food with a delicious twist."
"Freehold Township, NJ",9/25/2018,3.0,"I was excited to try this place, as it had such great reviews. The night we went they were supposed to have a jazz band playing, but they didn't come on until much later. I ordered the hummus plate and the prosciutto and fig salad. The hummus plate was pretty good, a little lackluster--it just seemed so plain. The salad had a little too much prosciutto so it was super salty. What especially turned me off this place was the service. We were given a dirty plate, which they replaced. But then they forgot about one of the beers in our flight until we reminded them and then it came about ten minutes later. Our waitress was a little difficult to find so the entire night was a little annoying."
"Allendale, NJ",12/8/2019,4.0,"3 appetizers were like main dishes; chicken meatballs, cheese platter and buffalo cauliflower. Nothing like combing these with a craft beer (or more). The chicken meatballs were served over greens and the cauliflower on a thin bed of dressing. Just really a good evening. Leave you age at the door. Kids to seniors were all here tonight. Right in the holiday season; just a nice might"
"Langhorne, PA",3/11/2020,5.0,This place is definitely unique and lives up to its name. The art is thought through and has some one of a kind pieces. The pizza is definitely amazing if you are into something like that. I was here for the beer and really liked the orange creamy ipa. I had the crab cake sliders and they were done right and delicious. Place was packed a bit but we got service pretty fast. One of the best local breweries hands down
"Hamilton, NJ",9/17/2019,5.0,"Even though I've been here a dozen times I still order a flight just to try what's new and old favorites (like hops and clouds). Unlike some breweries, this is a full restaurant and full bar for your non-beer-indulging friends. Highlights- buffalo cauliflower that I could order every day. Great variety of thin crust pies. A decent Cuban sandwich with a twist. Fun salads and a s'more for dessert, especially great if you bring kids. Family friendly. Efficient staff. And the new covered patio with heaters will take this place into the deep fall."
"Hamilton Township, NJ",10/12/2019,2.0,"Second time there. It's always filled with people, which is a good thing for a business. Both time were very underwhelming experiences for my wife and I though. We asked to try two beers and we were brought full-sized glasses. When we explained that we'd only wanted to try them before we ordered one, they were taken away and two flight glasses were brought back dripping wet. Not that big of a deal. Just a misunderstanding. We did order two beers, not those though.I really wanted a burger and the grass-fed beef burger sounded great. I ordered it medium-rare. The burger I got was maybe a third the size of the bun and well done. The side of chips that come with the burger were just crumbs--not a whole chip in the cup. More than 10 minutes went by before anyone asked how the food was. When our server did come back, I pointed out the chips and the fact that the burger was fairly sad looking. I stressed that I didn't want to make a big deal about it and that I'd just eat the burger; but, if that was the usual qualify and presentation it was seriously lacking.The burger wasn't good. It had the consistency of blender-processed meat. And really lacked any flavor besides the oozing white cheddar (I think?) that the oversized bun.When I finally got a proper side of chips, they weren't bad. I think most people expect fries with a burger though. Whenever w get chips I think it's a money-saving tactic.Lastly, the Vault is a pretty cool old bank building. The problem is that there are fabric textures and lots of nooks and crannies for dust to accumulate--and it has. The tops of the exposed HVAC pipes are dusty. The fabric sound deadening panels are very dusty. The ledges are dusty. It's a shame.If they'd take the time to properly manage the guest experience, that place would be awesome. They'd make more than what they do now on locals at the bar. We'll probably be back but it will be a long while until then."
"Doylestown, PA",10/20/2019,4.0,"Very nice place. We had a gift card for Vault and it's a bit out of the way for us, but great experience. Service, food and ambiance was top notch. I had a cocktail (I know) and my wife sampled the beer. Had the buffalo chicken salad, hummus appetizer and chicken sandwich and everything was enjoyed.I'd go back when I'm in the area, for sure."
"Trenton, NJ",10/4/2019,4.0,The vault is very good. They have wonderful food with many great options. The pretzel braid was so good. For our entrees we got the crab cake sliders and brisket sandwhiches. They were both very good and we enjoyed them very much.
"Tuckerton, NJ",10/14/2019,2.0,"It was ok, nothing special. They are known for their beer (which is good), maybe they should just stick with that. My hubby and I went for brunch yesterday morning, I had the portobello Bennie and he got the biscuits and gravy. I wish I had gotten a pic of his, there was barely any gravy on it. My portobello Bennie had a hard boiled egg on top. I think their kitchen staff should learn how to cook a poached egg, Benedicts are supposed to have poached eggs! Portobello mushrooms are big, right? I guess not at the vault, it was barely covering the English muffin. I feel like for the price it was, it wasn't good at all, the hollandaise was lacking flavor also.  I definitely will not be rushing back here anytime soon for brunch."
"Philadelphia, PA",7/26/2018,4.0,"Second time here and liked it even better the second time around!  The place is a lot bigger than it looks from the outside, with 3 dining areas, as well as tables outside.  The staff are all young, energetic and informed.It's a place where you can just stop in for a beer or enjoy numerous tempting items from their menu.  We did the latter, starting off with a shared and delicious Cucumber Lime Gazpacho, along with an equally delicious Harvest Beet salad, consisting of Gold & Red Candy-cane beets, Frisee, Goat cheese & toasted Hazelnuts. We followed this up with their fantastic Duck & Apple Pizza. This is Duck confit, Gala apples, Candied bacon, Caramelized onions, Mozzarella & Bleu cheese, with some Honey on a thin crust.  Amazing!With 2 in-house brewed beers (both very good), before tip, the bill came to around $46.00 - we definitely will be back."
"Mount Holly, NJ",8/17/2019,5.0,This was a nice lunch with my sister.  The beer and cocktails were great!  The food was superb.  We were happy with everything.
"Ewing Township, NJ",3/2/2020,4.0,"The service at Vault can be a little lacking because they are always busy, but the beer is great and the food is awesome. I highly recommend their sour beers and the waffle grilled cheese. Oh! And the arugula pizza! Yum yum!"
"Branchburg, NJ",1/6/2019,4.0,"Another brewery with a nice restaurant feel/atmosphere. Definitely try a flight to gain an appreciation for the diverse selection of beers here. My fiancee and I tried the bacon slab special to start, which was nicely seasoned/cooked but surprisingly cold. Not sure if that was the intention but we would have preferred it served warm (as most bacon usually is). Our second starter, the pork belly fries, completely made up for the bacon mishap. They definitely use high quality potatoes, cut to a fingerling size and loaded with melted cheese. I loved the creamy texture and buttery taste of the potatoes. My fiancee ordered the brisket sandwich which was decent, but the better sandwich was the Cuban. Again it was missing that level of heat to really fuse all the layers together and give a crisp crunch to the bread - but taste was on point. The side salad was actually delicious and I loved the balsamic dressing. Overall there were some inconsistencies food-wise, but our server was excellent and the atmosphere/beers made up for some of the other shortcomings. Would come back again to try more dishes and give it another shot to earn 5 stars."
"Langhorne, PA",3/17/2019,4.0,"My last visit years ago when it opened was underwhelming, but I've heard some good things recently, so we had a guys night out and despite the wait, enjoyed ourselves.  Packed inside with an hour wait (St. Patty's day eve mind you).  They have a system of taking your name and phone number, but the combo of bad cell service inside, live music and the room being loud, we missed our call.  Not a strike, more of a note to others.The décor of the place still has its bank theme and the wood fired copper oven is a great touch.  Despite being packed, the service at the bar and our waitress was very prompt.  The kitchen was well manned and we didn't wait long for our grub.  The beer list had a nice mix stouts, IPA's (thank you for having a West Coast IPA!), a Belgian and a Pils.  The Irish Potato Stout was a nice addition on nitro and despite lacking more coconut it was very sessionable with a nice spicy cinnamon bite.  I enjoyed it as a starter.  Moved on to the Everything's Gonna Be Alright IPA which was fresh, hoppy (slightly too sweet), but piney, rindy, bitter and grapefruity just the way I like 'em.  My nightcap/liquid dessert was the In the Stillness Imperial Stout.  The ABV 9.6% was hidden very well and the silky, creaminess of a cask conditioned Imperial Stout combined with a tart berry and chocolate flavor made it a home run for me. Now on to the food, I had a Cuban sandwich which was served on a long pressed ciabatta roll, had slow roasted pork, chorizo, ham, swiss cheese, dill pickle and stone ground mustard.  The pork inside was excellent flavor wise and moist, the balance of ham, pickle and mustard flavors was noticeable and appreciated!  My buddies raved about the pork belly fries which are actually quartered fingerling potatoes and their Italian sausage pizza came out looking great and was just right for two.  The prices weren't bad $40 for a night out wasn't too shabby.  The pizza's were being ordered like crazy here and being a significant portion of their menu it's obviously one of their staples.  Sitting next to the pass thru they all looked tasty as heck.  I'm really glad these guys are making it happen here.  The beer was average to above average, menu isn't crazy and complicated, the food was great and the atmosphere was friendly and felt welcoming.  Our waitress and the bartenders were friendly and with how busy it was weren't breaking a sweat.Keep up the good work!"
"Philadelphia, PA",7/31/2019,5.0,Stopped by here for drinks one night and decided to get food as well. We had the cheese board as an appetizer and the Margherita pizza. Both were great. The beer was good as well. We sat outside on the porch and it was a really nice summer night. Really recommend this place if you want to have conversation over good food and drinks.
"Ewing Township, NJ",4/27/2019,5.0,This place never lets us down! It's a great casual atmosphere with positive helpful staff and amazing food. And of course the beers are always so delicious !  They do a great job of developing different flavors and exploring.The food is just alway on point from the simple kale and couscous salad and buffalo cauliflower (better than you can imagine) to the unique pizza toppings. We love this place so much. It's been a favorite for over 2 years since we started coming and it will always be one of our top go-to spots for a casual lunch or dinner.
"Montclair, NJ",5/31/2018,4.0,"First time and so enjoyed our lunch. I tried their fruity IPA with hibiscus. So good. Wished I had brought growlers.We each ordered a pizza. Could have shared one but now have glorious leftovers. One of their brown sugar ones, crazy good. The other mushroom with some arugula. Very good too.Servers pleasant. One oddity. They kept moving tables in from patio. They did apologize. But as we were right by the door, all that furniture moving was distracting.One issue: deep stairs down to rest room with little stair lighting. Add some light.Cool overall setting. Nice food and beer. Will return when in the Yardley area again."
"Pigeon Forge, TN",3/1/2020,4.0,Great venue for drinks. Food is delicious and much better to share than have all to yourself. I did notice the women working the hostess station seemed absolutely miserable. Or maybe they just aren't enthusiastic about their work? It kind of killed my vibe initially. The wait staff and bartenders were all energetic and kept the mood up with great service though! I love the live music too. Definitely will be returning.
"Charlotte, NC",1/8/2020,4.0,The beer selection is great and the wait staff is very friendly.  The food was very good from the wide range of options for non vegetarians to vegetarians.  On a nice day taking a beer and sitting outside is great.  The inside is a log bigger than it appears and the way they have designed the entire building is amazing.
"Trenton, NJ",1/17/2020,3.0,Limited menu and not a place to go unless you're into craft beer and breweries.  I have gone to other breweries and they still were a decent place to eat.  Attractive decor.
"Brooklyn, Brooklyn, NY",4/1/2019,3.0,"We came on a Sunday evening and the wait was less than 10 min. Our party of 4 were seated by the wood fired oven. My friends and I were excited from reading all the yelp reviews and then seeing all the delicious food ready to be picked up. We ordered - pork belly fries - loved the aiolis that accompanied the fries- harvest beets salad- duck & apple pizza - the candied bacon, apples, and honey made the pizza too sweet for me. My other friends liked it though.- wild mushroom pizza - this was the best out of everything I ate. The garlic truffle ricotta was the star of this pizza.Service was OK. I docked a star because everyone in our party got sick within an hour of leaving the restaurant. We were raving about the food while we ate. Just sucks that we got sick."
"Gaithersburg, MD",6/11/2019,3.0,The first things you notice here is the fact they left pieces of the old bank including the vault doors turned into wine storage and refrigeration. Also the the iron bars on the bar is neat. The beer I had was pretty good and seems to have a decent selection. As for food I had some of the duck and apple pizza as well as the wild mushroom one. I preferred the wild mushroom pizza. We shared the beet salad which was also very nice. They didn't have a kids menu so the 2 kids in our group shared the waffle grilled cheese sandwich. My son didn't really like it mainly because it was too spicy.
"Yardley, PA",2/12/2020,3.0,"Great food, good beer, bad service. Don't eat here unless you really like the people you came with cause you'll be with them awhile."
"Philadelphia, PA",1/10/2018,5.0,"I came here for an Orangetheory Fitness holiday party. I really liked the idea of it being after the holidays & at a brewery. I heard nothing but good things about Vault. I guess I am a true blonde because I never made the correlation that it used to be a bank. Parking can be tough but there is a parking lot behind and one adjacent to the brewery. When you first walk in there is a large bar and a few circle tables in front of it. We were in a private room downstairs, it said it held 60 people but it honestly was a little tight. Just keep that in mind if you are thinking if renting it out. I decided to try their blonde ale. I am nit a big beer lover however I do enjoy a nice pale ale and this was delicious with 6%. I would like to go back and try some of their other beers, I did have a taste of the Sweet Potato beer & it was just as good, even though it wasn't a pale ale. I was surprised to see they had plenty of wine options from local wineries so its the perfect place to come to please everyone. I really liked that they supported local wineries. We were served pizza & a garden salad, buffet style. I absolutely loved their Margarita pizza, cooked perfectly on thin crust with fresh chucks of mozzarella, fresh basil and balsamic drizzled on top. If I lived closer, I would be getting this pizza regularly. I also tried the mushroom pizza that came with sautéed onions. It was good but I probably should of had it first because it didn't compare to the margarita.  I would like to come back and try other items off of their menu. The bartenders & servers were super attentive & friendly. I highly recommend this place wether for happy hour, dinner or a night out."
"Philadelphia, PA",7/5/2019,4.0,"Good brew pub with very tasty food menu. Tried the sampler beer selection and was very good. Had the buffalo cauliflower and pork belly fries as apps and were excellent. Had the brown sugar pizza and cheesesteak pizza as entree.  Wasn't s fan of the steak pizza but overall, great beer and good grub.Sat on side patio with our pup which was an added bonus. The flies were annoying and would suggest a catcher or something to address. Still go to the Vault! Will be back!"
"Horsham, PA",8/19/2019,4.0,"As always the food is good.  The beer is cold (and good).  The service, that is another story.  We almost finished our appetizers before we got our beers (but will say the appetizers came out quickly).  Very slow and could not find our waitress for quite some time.Waited forever to get a water refill.  Will come back, but if service is bad again, there are too many other places to go to in the future."
"Ewing Township, NJ",8/18/2019,5.0,"Great vibe! Great beer and good menu! We've been at bar and enjoyed an IPA and a nice antipasto! Dining outside on the deck, we enjoyed a great mushroom pizza! During winter and summer visits, the beer choices, wine, small plates and professional staff keep bringing us back!"
"Churchville, PA",12/19/2019,5.0,"We've been coming to the Vault for a while, and we love the atmosphere and the beer, but even the food is strong there. I love sports, so the only negative for me is the lack of TVs, but I don't expect that out of every brewery. Beyond the food and the beer, the service is actually pretty great. There are a handful of bartenders and wait staff that are really awesome - especially Gina. She has been so sweet to my girlfriend and I, and we honest love her at this point. She makes great food recommendations, and we thoroughly enjoy talking to her. We always hope to sit in her area when we're there!"
"Toledo, OH",12/30/2019,5.0,"Hot waiters, yummie food and good beer!  Very fun location with actual vault decor.  Parking lot is behind the location so the door is around front."
"Inwood, NY",3/19/2019,2.0,"This was a pretty bummer experience. My good friend moved here about a month ago and I was visiting for the weekend, and we were really excited to check this spot out. However, this place did not meet our expectations due to the company and staff we were around. When we got there, it was a crowded room and the hostess let us know we could get our drinks at the bar and there was plenty of standing room all around the bar since seating was limited. We went over to the bar, where two gentlemen happened to be leaving and they offered us their seats. We were about to sit down and order our drinks, and a very rude man and his wife swipe our bar seats from us complaining that they've been standing for an hour, and that they'll be taking their seats. My friend and I aren't ones to get in an argument over something like that, but it was pretty crummy. Just rude patrons all around this place. Not the bar's fault, but still.We opted out of beer and decided to get the house cocktails, which were delicious! However, the bartender that served me was incredibly rude. When I went up to get our second round, he looked at me, demanded to see my ID, while he already had my credit card on file. I told him he served me before and I was in the standing area the whole time, and he told me ""No, I didn't serve you"". I told him ""Yes, you did"" and went to go get my ID. Once I returned he told me he did make the mistake and apologized. However, he was impolite and condescending in his delivery and I don't care to be talked to in such a rude manner, especially when I'm paying a $40 tab for 4 small cocktail. He's lucky I still tipped 20% since I know what it's like to work in the service industry. I understand it was St. Patrick's Day weekend, but come on, don't be rude.We won't be coming back."
"Syracuse, NY",9/10/2018,5.0,"What better way to enjoy Monday night football than to order a nice hot pizza?Saw some good pictures and read many favorable reviews about Vault Brewing. Both were on target.Ordered me a margarita pizza with mushrooms and was told by the very friendly waitress that it would be about 10 minutes. That it was.Took a picture of this pizza (salad and Chianti not included!) to give you an idea of the size and look of the pizza. The sauce was tangy and sweet, just the way I like it. There were plenty of mushrooms and enough sauce and mozzarella cheese to satisfy the need.Looking for a place with good pizza at a good price? Look no further."
"Morrisville, PA",11/1/2017,3.0,"I did not have the best experience here today. We decided to walk over to the Vault after a viewing of the Yardley Canal-O-Ween. When walked in I instantly loved the decor of this bank vault turned trendy bar/restaurant option. We were greeted by the hostess who offered us to be seated in the dining room or the basement bar. We opted for the basement bar. After heading down  the stairs we realized that the area was fixed up nicely and we made a good choice. We grabbed s table but needed an extra stool. The lady bar tending immediately told me we could not sit there, we needed to be seated by the hostess. She then called upstairs and stayed on the phone long enough to make it uncomfortable for me to know what we should do next. Finally she told me we could sit where my friends were already sitting and agreed to bring an extra stool. Finally we were seated and my friends all selected a wine of their choice. We opted to skip food after the seating issue. I was opting for a diet soda instead of alcohol. They didn't have any! I understand wanting to offer craft soda but it's s bar. Diet cola is used in lots of drinks! How do they not have any? Everyone drank and enjoyed the wine while I nursed my water. Although the food around us looked delicious I'm not sure if I will return to check it out. Canal-o-ween brings in new customers. Making them feel so uncomfortable isn't a way to make them plan to return."
"Jersey City, NJ",9/25/2017,5.0,"Super fresh and tasty food at a brewery ! My salad was fully loaded with pesto chicken, parm cheese, heirloom tomatoes and was coated in a tangy red pepper vinaigrette. Definitely one of the better salads that I've had at a restaurant, let alone one that specializes in beer and greasy food. Other hits at the table were buffalo calamari and grilled cheese which actually came pressed in a waffle. Despite being at a brewery, my friends and I actually decided to forgo beer and instead tried the blackberry sangria! We didn't want anything too heavy and this was a perfect light and refreshing option.There are a ton of great restaurants in the area, and Vault came highly recommended from my bro + sis in law who live nearby. Will definitely come back next time I'm visiting, especially since I have yet to try any beer!"
"Philadelphia, PA",10/16/2019,5.0,"I love everything about vault. Beers, food, service and ambience is all high quality."
"Fallsington, PA",2/12/2020,4.0,Vault Brewing is a super chill spot. Always some amazing beers on tap and great food.  I'm a huge fan of the Buffalo Brown Sugar Pizza with prosciutto.  All servers were super friendly and assertive.  Only thing I wish they had was more gluten free items on their menu.
"Warrington, PA",9/11/2019,4.0,"Went here for a lunch and to try the beer. Food was very good and service was friendly as well. Walking in you feel the ""oldness""  in the place, it's a good thing, it's a nice place and was very clean. We sat outside and unfortunately there were quite a few bees, not that the ownership had anything to do with that just a heads up. The beer was also very good, I did the flights and enjoyed them all even the sweet potato beer and I'm not a sweet potato fan. It's a bit of a hike for me but if I'm ever in the area I'd try it and if your debating on going there it's worth it."
"Philadelphia, PA",12/16/2019,5.0,"Some of my family and I went to Vault after doing the Shadybrook Farms Christmas lights thing. The cheese board was really good and so was the Yardley burger and Duck and Apple Pizza. My server was really amazing. I think her name was Gina B. Heard her talking about how she does hair. But she was amazingly personable, incredibly friendly and if it was fake, I couldn't tell. She was very patient as my family went through the menu with some trouble because the text on the menu was a little too small. Promote her (if she wants) she's amazing. I also work in the industry, and she's definitely someone I'd like on my team."
"Philadelphia, PA",10/29/2017,3.0,"I stopped here for dinner during the week and had a good time.  There was a bit of a wait but this was understandable because we visited during a peak time.When you walk in you are greeted by a hostess.  Just behind her there are dining tables to the left and a bar to the right.  Behind the bar there are huge vats of ingredients like yeast. There is a doorway leading to another room where the second dining room is located.  The vault from the 1800's is located in here.The food was pretty good.  My group spilt the hummus platter, antipasto try and pork belly fries.  I liked all three, however I don't think the fries were fries more like roasted potatoes.  For my entree I had a Cuban sandwich with sweet potato chips.  The sandwich was just ok-I would have preferred more meat.  For dessert I order the peanut butter s'mores and was underwhelmed.  The cookie was hard and tasted more like gingerbread than graham cracker.  The marshmallow and chocolate were scarce and not melted.Service was handled strangely.  We had 4 different people serve us and bring us food.  In the beginning it was good because we had constant attention from staff but towards the end of the meal they disappeared.I would like to visit again and try some of their other dishes."
